skpID,lng,lat,place_id,formatted_address,administrative_area_level_3
108.json,-6.9119431,107.63381,ChIJIz2dSsjnaC4RTBV6hm3a_Wo,"Jl. W.R. Supratman No.24, Sukamaju, Cibeunying Kidul, Kota Bandung, Jawa Barat 40121, Indonesia",Cibeunying Kidul
109.json,-7.259472000000001,112.7268041,ChIJG496rFD51y0R3lfxTb5uL84,"Jl. Raya Arjuno No.22A, Sawahan, Kec. Sawahan, Kota SBY, Jawa Timur 60251, Indonesia",Kecamatan Sawahan
11.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
110.json,-6.9178168,107.5927711,ChIJS5WmTxfmaC4ROAqpKt51OcM,"Jl. Kelenteng No.5, Ciroyom, Andir, Kota Bandung, Jawa Barat 40182, Indonesia",Andir
111.json,-6.860606,107.586145,ChIJ8UKcNLvmaC4RqWZfC0oSgLY,"Jl. Geger Arum No.11, Isola, Sukasari, Kota Bandung, Jawa Barat 40154, Indonesia",Sukasari
112.json,-6.9384539,107.6403716,ChIJS3o9P3LoaC4RTPMCPFFxtYU,"Jl. Binong Jati No.139, Binong, Batununggal, Kota Bandung, Jawa Barat 40275, Indonesia",Batununggal
113.json,-6.931047299999999,107.5896316,ChIJLSG26aPoaC4RandfCLLoI2Y,"Jl. Babakan Tarogong, Bojongloa Kaler, Kota Bandung, Jawa Barat, Indonesia",Bojongloa Kaler
114.json,-6.8744314,107.6169688,ChIJGYhIbePmaC4RUrxidGRWO20,"Jl. Dago Pojok No.12, Dago, Coblong, Kota Bandung, Jawa Barat 40135, Indonesia",Coblong
115.json,-6.924349599999999,107.6532188,ChIJrRH3-OLnaC4RS9NBHGpzxBk,"Jl. Babakan Sari, Babakan Sari, Kiaracondong, Kota Bandung, Jawa Barat, Indonesia",Kiaracondong
116.json,-6.9051801,107.6200523,ChIJO3s9SUjmaC4RTCiE4X1eyAM,"Jl. Cimanuk No.1, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",Bandung Wetan
117.json,-6.9065607,107.7314673,ChIJk11KnMPcaC4RdJqHD5k7C6g,"Cigagak, Cibiru, Kota Bandung, Jawa Barat 40615, Indonesia",Cibiru
118.json,-6.8848313,107.6876736,ChIJWz9Ks2jdaC4RpQ7aUP2-NZQ,"Jl. Sindanglaya, Jawa Barat, Indonesia",Cibiru
119.json,-6.9174639,107.6191228,ChIJf0dSgjnmaC4RshXo05MfahQ,"Bandung, Bandung City, West Java, Indonesia",Cibiru
12.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
13.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
14.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
15.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
16.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
17.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
18.json,-6.9163418,107.6335934,ChIJXyWHV8XnaC4RlIiZeM-B8Us,"Jl. Cianjur No.34, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
19.json,-6.916811000000001,107.6341357,ChIJkwWETcXnaC4RbbozEx8IuWs,"Jl. Sukabumi No.17, Kacapiring, Batununggal, Kota Bandung, Jawa Barat 40271, Indonesia",Batununggal
2.json,-6.9134539,107.6090197,El9KbC4gV2FzdHVrZW5jYW5hIE5vLjIsIEJhYmFrYW4gQ2lhbWlzLCBTdW11ciBCYW5kdW5nLCBLb3RhIEJhbmR1bmcsIEphd2EgQmFyYXQgNDAxMTcsIEluZG9uZXNpYQ,"Jl. Wastukencana No.2, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Sumur Bandung
20.json,-6.9171394,107.6272591,EmBKbC4gSmVuZHJhbCBBaG1hZCBZYW5pIE5vLjIyNywgTWVyZGVrYSwgU3VtdXIgQmFuZHVuZywgS290YSBCYW5kdW5nLCBKYXdhIEJhcmF0IDQwMTEzLCBJbmRvbmVzaWE,"Jl. Jendral Ahmad Yani No.227, Merdeka, Sumur Bandung, Kota Bandung, Jawa Barat 40113, Indonesia",Sumur Bandung
21.json,-6.9087768,107.6138498,ChIJUSKiQDbmaC4R2QKHMe4drQQ,"Jl. Ambon No.1, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",Bandung Wetan
22.json,-6.937995,107.6637609,ChIJweVClxzoaC4RB9VP5nt4iOQ,"Jl. Kawaluyaan No.2, Jatisari, Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia",Buahbatu
